date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise_hhmm,sunrise_unixtime,sunrise_f,sunset_hhmm,sunset_unixtime,sunset_f,daylight,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2022-11-29,-4.1,-6.62,-7.55,-11,,-22,92,84.5,84.5,77,-5.9,-8.8,-9.3,-12.8,41,27.33,29.5,18,56,32,100.94,100.28,100.44,99.94,97.93,97.31,97.47,97,24100,12987.5,13650,3200,,,,,25.6,0,0,0,0,0,,,3,08:02:00,1669730520,8.03,16:32:00,1669761120,16.53,8.5,,,-3,-3,-13,-12,,,,,,8,8,7.5,7,,,,
2022-11-28,0.5,-1.9,-2.85,-6.2,,-15,89,77.8,78.5,68,-2.4,-5.3,-6,-9.7,37,30.17,29.5,22,57,17,100.21,99.87,99.94,99.66,97.27,96.94,97,96.74,24100,21420.8,13650,3200,,,,,20.9,0,0,0,0,0,,,3,08:01:00,1669644060,8.02,16:33:00,1669674780,16.55,8.53,1,1,0,0,-7,-7,,,,,,8,7.6,6,4,,,,
2022-11-27,-0.9,-3.17,-5.6,-10.3,,-12,98,83.3,84.5,71,-3.2,-5.7,-6.9,-10.6,33,15.83,16.5,0,42,15,101.34,100.96,100.81,100.28,98.37,97.99,97.86,97.34,24100,24033.3,23300,22500,,,,,23.6,0,0,0,0,0,,,2,07:59:00,1669557540,7.98,16:33:00,1669588380,16.55,8.57,1,1,-4,-1,-4,-3,,,,,,8,6.5,4,0,,,,
2022-11-26,4.4,0.88,0.55,-3.3,,-9,91,84.2,83.5,76,-0.1,-1.5,-2.4,-4.6,24,17.5,18,12,31,31,101.28,100.75,100.67,100.05,98.32,97.81,97.73,97.14,24100,24100,24100,24100,,,,,17.4,0,0,0,0,0,,,3,07:58:00,1669471080,7.97,16:34:00,1669502040,16.57,8.6,1,1,4,4,-11,-7,,,,,,8,5.2,4.5,1,,,,
2022-11-25,4.3,-0.59,-1.35,-7,,-12,90,81.3,81,72,-0.2,-3.4,-4,-7.8,37,21.17,21,5,50,20,101.84,100.89,100.98,100.13,98.84,97.93,98.02,97.21,24100,24100,24100,24100,,,,,19.4,0,0,0,0,0,,,3,07:56:00,1669384560,7.93,16:35:00,1669415700,16.58,8.65,1,1,6,6,-1,-1,,,,,,8,5.7,5,2,,,,
2022-11-24,0.8,-2.33,-3.15,-7.1,,-13,96,85.1,85,74,-2.3,-4.5,-5.2,-8.1,21,14.21,15,9,31,26,102.07,101.92,101.85,101.63,99.08,98.92,98.87,98.65,24100,24100,24100,24100,,,,,21.1,0,0,0,0,0,,,3,07:55:00,1669298100,7.92,16:36:00,1669329360,16.6,8.68,1,1,2,2,-6,-5,,,,,,8,4.1,4,0,,,,
2022-11-23,-0.5,-3.96,-4.3,-8.1,,-15,91,85.2,83.5,76,-2.4,-6.1,-5.7,-9,27,18,18,9,40,18,101.56,101.08,101.24,100.91,98.58,98.1,98.25,97.92,24100,22100,20100,16100,,,,,22.3,0,0,0,0,0,,,4,07:53:00,1669211580,7.88,16:37:00,1669243020,16.62,8.73,1,1,1,1,-6,-6,,,,,,8,3.7,4,0,,,,
2022-11-22,-0.9,-4.21,-4.2,-7.5,,-14,91,84.6,81.5,72,-5.1,-6.5,-6.8,-8.4,29,18.67,18,7,43,20,101.69,101.36,101.42,101.14,98.69,98.37,98.42,98.15,24100,18791.7,13650,3200,,,,,22.2,0,0,0,0,0,,,3,07:52:00,1669125120,7.87,16:38:00,1669156680,16.63,8.77,1,1,0,0,-8,-8,,,,,,8,2.8,4,0,,,,
2022-11-21,-2.7,-4.33,-6.75,-10.8,,-13,91,77.7,78.5,66,-6.5,-7.7,-8,-9.4,36,20.25,22,8,52,35,102.44,102.07,101.86,101.27,99.41,99.05,98.84,98.26,24100,21629.2,14450,4800,,,,,24.8,0,0,0,0,0,,,3,07:50:00,1669038600,7.83,16:39:00,1669070340,16.65,8.82,1,1,-4,-3,-7,-7,,,,,,8,7.3,6.5,5,,,,
2022-11-20,-6.2,-8.07,-8.6,-11,,-18,90,79.7,79.5,69,-9.1,-11,-11.2,-13.4,23,16.33,15.5,8,34,25,101.47,101.12,101.17,100.86,98.43,98.1,98.14,97.85,24100,23029.2,15250,6400,,,,,26.6,0,0,0,0,0,,,5,07:49:00,1668952140,7.82,16:40:00,1668984000,16.67,8.85,1,1,-5,-5,-10,-9,,,,,,8,5.2,4,0,,,,
2022-11-19,-10.2,-13.17,-13.95,-17.7,,-27,89,77.2,77,65,-11.7,-16.4,-15.9,-20.2,39,23.29,23.5,8,50,33,102.34,102.02,101.93,101.53,99.26,98.95,98.87,98.48,24100,17404.2,14450,4800,,,,,31.9,0,0,0,0,0.4,,,2,07:47:00,1668865620,7.78,16:41:00,1668897660,16.68,8.9,1,1,-8,-8,-13,-13,,,,,,8,5,5,2,,,,
2022-11-18,-6.7,-11.03,-11.65,-16.6,,-26,87,78.8,78,69,-8.8,-14,-14.6,-20.4,35,26.12,25.5,16,53,33,102.53,101.38,101.61,100.69,99.46,98.34,98.56,97.67,24100,16741.7,13650,3200,,,,,29.6,0,0,0,0,0,,,2,07:46:00,1668779160,7.77,16:42:00,1668811320,16.7,8.93,,,-7,-7,-15,-14,,,,,,8,5.8,5,2,,,,
2022-11-17,-4.8,-7.22,-9.94,-15.1,,-25,93,85.6,82.5,72,-5.9,-9.2,-11.8,-17.7,36,28.25,29,22,50,33,102.66,102.33,102.28,101.9,99.6,99.29,99.24,98.87,24100,13200,13650,3200,,,,,27.9,0,0,0,0,0.1,,,7,07:44:00,1668692640,7.73,16:43:00,1668724980,16.72,8.98,,,-5,-5,-15,-15,,,,,,8,7.4,5,2,,,,
2022-11-16,-5.7,-10.46,-10.7,-15.7,,-22,96,88.8,89.5,83,-6.3,-12,-11.3,-16.3,21,13.29,12,3,,,103.08,102.34,102.49,101.89,100.01,99.28,99.44,98.86,24100,13054.2,12850,1600,,,,,28.7,0,0,0,0,1.3,,,2,07:42:00,1668606120,7.7,16:44:00,1668638640,16.73,9.03,,,-5,-5,-8,-8,,,,,,8,6.8,4,0,,,,
2022-11-15,-3.5,-6.8,-8.15,-12.8,,-17,95,87,84.5,74,-6.8,-8.6,-10.1,-13.4,27,15.38,16.5,6,35,36,103.25,103.15,103.15,103.06,100.17,100.09,100.09,100.01,24100,18545.8,12850,1600,,,,,26.1,0,0,0,0,0.2,,,1,07:41:00,1668519660,7.68,16:46:00,1668552360,16.77,9.08,1,1,-3,-3,-14,-11,,,,,,8,7.2,5.5,3,,,,
2022-11-14,-4.1,-7.25,-7.7,-11.3,,-17,95,87.1,83,71,-7.7,-9.1,-9.3,-11,15,12.33,12,9,,,103.07,102.83,102.89,102.72,100.01,99.77,99.84,99.67,24100,20162.5,15250,6400,,,,,25.7,0,0,0,0,0.1,,,0,07:39:00,1668433140,7.65,16:47:00,1668466020,16.78,9.13,,,-5,-5,-12,-8,,,,,,8,6.5,5.5,3,,,,
2022-11-13,-5.9,-7.6,-7.75,-9.6,,-13,93,86.9,84.5,76,-8.1,-9.5,-9.3,-10.6,16,6.62,8,0,,,102.98,102.9,102.89,102.8,99.91,99.83,99.83,99.75,24100,18483.3,15250,6400,,,,,25.8,0,0,0,0,0,,,,07:38:00,1668346680,7.63,16:48:00,1668379680,16.8,9.17,1,1,-4,-4,-9,-8,,,,,,8,7.6,7,6,,,,
2022-11-12,-7.4,-8.25,-9.25,-11.1,,-15,93,82.1,84,75,-9.8,-10.8,-10.7,-11.6,20,8.25,12,4,,,103.02,102.95,102.95,102.89,99.95,99.89,99.89,99.83,24100,19833.3,16100,8100,,,,,27.2,0,0,0,0,0,,,0,07:36:00,1668260160,7.6,16:50:00,1668293400,16.83,9.23,1,1,-6,-6,-11,-10,,,,,,8,7.4,6.5,5,,,,
2022-11-11,-5.3,-7.25,-7.65,-10,,-18,93,81.8,81,69,-6.8,-9.9,-9.2,-11.7,35,26.08,25,15,52,1,102.9,102.6,102.55,102.19,99.84,99.55,99.5,99.16,24100,20045.8,13050,2000,,,,,25.6,0,0,0,0,1.2,,,1,07:34:00,1668173640,7.57,16:51:00,1668207060,16.85,9.28,1,1,-5,-5,-15,-10,,,,,,8,6.3,5.5,3,,,,
2022-11-10,-4.1,-6.55,-6.75,-9.4,,-19,93,82.9,82.5,72,-6.7,-9,-8.9,-11.2,46,36.58,35,24,62,3,102.48,102.21,102.2,101.91,99.44,99.18,99.17,98.89,24100,18433.3,12550,1000,,,,,24.8,0,0,0,0,4,,,,07:33:00,1668087180,7.55,16:52:00,1668120720,16.87,9.32,1,1,-5,-5,-8,-8,,,,,,8,7.5,6,4,,,,
2022-11-09,1.1,-3.56,-3.15,-7.4,,-16,98,86.3,86,74,0,-5.5,-5.2,-10.4,33,25.71,23.5,14,42,36,102.52,102.23,102.21,101.9,99.49,99.23,99.21,98.93,24100,24033.3,23300,22500,,,,,21.1,0,0,0,0,0,,,,07:31:00,1668000660,7.52,16:54:00,1668034440,16.9,9.38,1,1,-2,-1,-8,-7,,,,,,8,7.6,7,6,,,,
2022-11-08,3.3,1.62,0.7,-1.9,,-8,99,89,87,75,2.7,-0.1,0,-2.7,34,23.21,23.5,13,48,15,103.45,102.43,102.62,101.8,100.4,99.43,99.62,98.83,24100,16283.3,13650,3200,,,,,17.3,0,0,0,0,1.9,,,,07:29:00,1667914140,7.48,16:55:00,1667948100,16.92,9.43,1,2,2,5,-1,1,,,,,,8,8,7.5,7,,,,
2022-11-07,-1.2,-3.36,-2.8,-4.4,,-11,93,86,87,81,-2.9,-5.4,-4.8,-6.8,50,19.46,27,4,59,32,103.83,103.46,103.06,102.29,100.77,100.42,100.03,99.3,24100,23233.3,17700,11300,,,,,20.8,0,0,0,0,0.1,,,,07:28:00,1667827680,7.47,16:57:00,1667861820,16.95,9.48,1,1,0,0,-3,0,,,,,,8,7.8,6.5,5,,,,
2022-11-06,4.1,1.08,1.44,-1.2,,-9,99,83.7,82,65,0.8,-1.5,-1.8,-4.4,48,28.48,29,10,64,32,101.99,99.72,100.42,98.85,99,96.81,97.49,95.99,24100,17516,12850,1600,1.6,1.5,1.5,1.4,16.6,0,0,0,0,0.5,,,,07:26:00,1667741160,7.43,16:58:00,1667775480,16.97,9.53,,,3,3,-6,-4,,,,,,8,7.7,7,6,,,,
2022-11-05,6.6,1.82,2.09,-2.4,,-9,82,54.7,58,34,-0.8,-6.7,-4.8,-8.7,36,31.21,29,22,54,18,100.72,99.74,99.85,98.97,97.77,96.83,96.93,96.09,24100,24100,24100,24100,2.1,1.7,1.8,1.5,15.9,0,0,0,0,0,,,,08:24:00,1667654640,8.4,18:00:00,1667689200,18,9.6,1,1,6,6,1,1,,,,,,8,5,4,0,,,,
2022-11-04,3.5,-1.82,-2.25,-8,,-13,90,67.4,69.5,49,-6.3,-7.4,-7.7,-9.1,30,19.08,19,8,47,18,101.53,101.23,101.16,100.79,98.54,98.26,98.19,97.84,24100,24100,24100,24100,1.8,1.5,1.4,1,20.2,0,0,0,0,0,,,,08:23:00,1667568180,8.38,18:02:00,1667602920,18.03,9.65,1,1,3,3,-2,-2,,,,,,8,2.7,4,0,,,,
2022-11-03,5.3,2.68,0.84,-3.6,,-8,96,74.3,75.5,55,2.8,-1.6,-2.1,-7,33,20.33,20,7,43,32,101.42,101.11,100.99,100.57,98.46,98.18,98.07,97.68,24100,24100,24100,24100,1.6,1.3,1.4,1.1,17.2,0,0,0,0,0,,,,08:21:00,1667481660,8.35,18:03:00,1667516580,18.05,9.7,1,1,6,7,-7,-7,,,,,,8,7.5,4,0,,,,
2022-11-02,18.2,11.87,10.4,2.6,,,95,62.8,72,49,8,4.8,5,2,40,24.83,26.5,13,57,17,100.82,100.17,100.33,99.83,97.93,97.31,97.46,96.99,24100,24100,24100,24100,2.3,2.1,1.9,1.5,7.6,0,5.4,3.4,0.4,0,,,,08:19:00,1667395140,8.32,18:05:00,1667430300,18.08,9.77,2,2,19,19,2,2,,,,,,8,5.4,4,0,,,,
2022-11-01,13.6,8.13,6.95,0.3,,,95,67,68.5,42,3.8,2,1.8,-0.1,26,13.79,15.5,5,36,13,101.41,101.15,101.15,100.89,98.49,98.23,98.24,98,24100,24100,24100,24100,2.7,2,2.1,1.5,11.1,0,2,0,0,0,,,,08:18:00,1667308680,8.3,18:07:00,1667344020,18.12,9.82,2,2,13,13,9,9,,,,,,8,6.1,4,0,,,,
2022-10-31,10.8,7.19,7.3,3.8,,,80,66.9,70,60,3.2,1.4,1.2,-0.7,24,17.08,14,4,36,21,100.85,100.47,100.54,100.24,97.95,97.57,97.65,97.35,24100,24100,24100,24100,1.9,1.5,1.6,1.3,10.7,0,2.3,0.3,0,0,,,,08:16:00,1667222160,8.27,18:08:00,1667257680,18.13,9.87,2,2,14,14,1,2,,,,,,8,5.5,4,0,,,,
2022-10-30,13.1,6.32,5.6,-1.9,,-5,92,62,61.5,31,0.6,-1.3,-1.6,-3.8,29,16.75,16.5,4,41,19,101.78,101.38,101.22,100.65,98.82,98.45,98.28,97.75,24100,24100,24100,24100,2.2,1.9,1.9,1.6,12.4,0,0.6,0,0,0,,,,08:14:00,1667135640,8.23,18:10:00,1667171400,18.17,9.93,2,2,12,13,3,4,,,,,,8,2.4,4,0,,,,
2022-10-29,14,8.17,8.75,3.5,,,87,66.9,67,47,3.3,2.2,1.9,0.5,21,11.88,10.5,0,31,19,101.77,101.59,101.57,101.38,98.83,98.66,98.65,98.47,24100,23900,21700,19300,2.1,1.8,1.8,1.4,9.2,0,3.8,1.8,0,0,,,,08:13:00,1667049180,8.22,18:12:00,1667085120,18.2,9.98,2,2,14,14,0,0,,,,,,8,4.2,4,0,,,,
2022-10-28,14.7,8.43,9.44,4.2,,,85,62.9,64.5,44,4.4,1.6,1.8,-0.7,34,23.71,19,4,47,21,101.52,101.42,101.41,101.31,98.59,98.5,98.49,98.4,24100,23900,21700,19300,2,1.7,1.7,1.4,8.6,0,4.4,2.4,0,0,,,,08:11:00,1666962660,8.18,18:14:00,1666998840,18.23,10.05,2,2,14,15,5,5,,,,,,7,4,3.5,0,,,,
2022-10-27,13.9,5.85,6.2,-1.5,,-6,93,78.6,76.5,60,7.1,2.3,2.4,-2.3,36,23.46,23,10,55,20,101.72,101.47,101.51,101.3,98.75,98.53,98.56,98.37,24100,23700,21700,19300,2.2,1.7,1.8,1.4,11.8,0,1.2,0,0,0,,,,08:09:00,1666876140,8.15,18:15:00,1666912500,18.25,10.1,2,2,12,12,3,5,,,,,,8,4.5,4,0,,,,
2022-10-26,1.8,0.61,0.35,-1.1,,-4,88,75.5,78,68,-2,-3.3,-3.2,-4.3,17,11.46,10,3,,,101.78,101.67,101.6,101.42,98.81,98.71,98.63,98.46,24100,24100,24100,24100,2,1.9,1.8,1.6,17.6,0,0,0,0,0,,,,08:08:00,1666789680,8.13,18:17:00,1666826220,18.28,10.15,1,1,4,4,-3,-3,,,,,,8,7.1,5.5,3,,,,
2022-10-25,3.9,1.2,1.95,0,,,97,81.6,84,71,-0.1,-1.7,-1.6,-3,25,17.83,14.5,4,37,29,101.39,100.69,100.7,100.02,98.43,97.76,97.78,97.13,24100,23100,19300,14500,1.6,1.5,1.4,1.2,16.1,0,0,0,0,0,,,,08:06:00,1666703160,8.1,18:19:00,1666739940,18.32,10.22,1,1,2,2,-4,-4,,,,,,8,7.8,7,6,,,,
2022-10-24,14.7,7.13,7.9,1.1,,,100,95.4,93,86,14,6.4,6.8,-0.4,37,25.08,23,9,60,19,99.99,99.24,99.28,98.58,97.1,96.39,96.43,95.76,24100,14566.7,13250,2400,1.8,1.2,1.4,1,10.1,0,2.9,0.9,0,33.5,,,,08:04:00,1666616640,8.07,18:21:00,1666653660,18.35,10.28,1,1,12,12,-1,-1,,,,,,8,7.8,6,4,,,,
2022-10-23,12.7,8.92,9.39,6.1,,,91,81.8,79,67,7,5.9,5.9,4.8,37,27.92,28.5,20,51,5,100.69,100.36,100.21,99.72,97.79,97.47,97.33,96.86,24100,24100,24100,24100,1.7,1.6,1.6,1.4,8.6,0,4.4,2.4,0,0,,,,08:03:00,1666530180,8.05,18:23:00,1666567380,18.38,10.33,2,2,12,12,11,11,,,,,,8,5.4,4.5,1,,,,
2022-10-22,9.2,6.55,5.65,2.1,,,98,86.5,87.5,77,5.7,4.4,3.8,1.9,28,13.42,14,0,38,6,100.7,100.43,100.4,100.11,97.79,97.53,97.51,97.24,24100,23633.3,18500,12900,2.1,2,1.8,1.6,12.3,0,0.6,0,0,0,,,,08:01:00,1666443660,8.02,18:25:00,1666481100,18.42,10.4,2,2,12,12,8,8,,,,,,8,7.2,4,0,,,,
2022-10-21,15.7,9.12,9.44,3.2,,,89,68.7,63,37,5.8,3,3,0.3,26,18.58,18.5,11,43,27,100.09,99.85,99.78,99.47,97.21,96.98,96.92,96.62,24100,24100,24100,24100,3,2.3,2.5,2,8.6,0,4.4,2.4,0,0,,,,08:00:00,1666357200,8,18:27:00,1666394820,18.45,10.45,2,2,14,15,2,3,,,,,,8,4.8,4,0,,,,
2022-10-20,16.1,6.55,6.4,-3.3,,-7,99,74.8,74,49,5.8,1.8,1.2,-3.3,25,14.62,14.5,4,36,20,101.22,100.23,100.26,99.3,98.28,97.33,97.36,96.44,24100,24100,24100,24100,3,2.2,2.5,2,11.6,0,1.4,0,0,0,,,,07:58:00,1666270680,7.97,18:29:00,1666308540,18.48,10.52,2,3,15,15,4,5,,,,,,8,5.5,4,0,,,,
2022-10-19,12.3,3.28,5.25,-1.8,,-7,90,52.1,62,34,-0.1,-6.2,-5.6,-11.1,22,13.71,11,0,27,18,102.39,101.7,101.83,101.26,99.4,98.74,98.86,98.32,24100,24100,24100,24100,2.4,1.8,1.8,1.2,12.8,0,0.2,0,0,0,,,,07:56:00,1666184160,7.93,18:31:00,1666222260,18.52,10.58,2,2,9,9,-2,0,,,,,,8,4.5,4,0,,,,
2022-10-18,4.2,-2.34,-2.65,-9.5,,-11,92,60.4,60.5,29,-7.5,-10,-10.1,-12.7,17,8.79,8.5,0,,,103.45,103.13,102.96,102.47,100.4,100.09,99.94,99.47,24100,24100,24100,24100,2,1.6,1.5,1,20.6,0,0,0,0,0,,,,07:55:00,1666097700,7.92,18:33:00,1666135980,18.55,10.63,2,2,3,3,-4,-3,,,,,,4,1,2,0,,,,
2022-10-17,2.1,-4.18,-4.25,-10.6,,-14,90,70.2,65,40,-7.5,-9.2,-9.3,-11.2,18,9.92,11,4,36,2,103.4,103.28,103.21,103.02,100.35,100.23,100.17,100,24100,24100,24100,24100,1.7,1.4,1.4,1,22.2,0,0,0,0,0,,,,07:53:00,1666011180,7.88,18:35:00,1666049700,18.58,10.7,2,2,2,2,-12,-12,,,,,,4,1.8,2,0,,,,
2022-10-16,4.2,0.38,-0.19,-4.6,,-9,85,70.7,66.5,48,-1.3,-4.6,-4.5,-7.8,42,30.62,26.5,11,60,32,102.97,102.55,102.46,101.95,99.95,99.55,99.47,98.99,24100,24100,24100,24100,1.9,1.6,1.6,1.4,18.2,0,0,0,0,0,,,,07:52:00,1665924720,7.87,18:37:00,1665963420,18.62,10.75,2,2,3,3,-9,-9,,,,,,8,5.5,4.5,1,,,,
2022-10-15,6.8,4.81,4.25,1.7,,,96,85.3,86,76,4.4,2.5,1.7,-1,43,30.29,28,13,58,33,101.87,100.88,100.96,100.05,98.92,97.95,98.03,97.15,24100,21566.7,16100,8100,1.4,1.2,1.2,1,13.8,0,0,0,0,1.2,,,,07:50:00,1665838200,7.83,18:39:00,1665877140,18.65,10.82,1,1,8,8,-3,-3,,,,,,8,7.9,7.5,7,,,,
2022-10-14,5.4,2.79,2.9,0.4,,,98,89.3,87,76,2.5,1.2,1.3,0.1,39,22.67,23,7,51,32,100.64,100.27,100.21,99.78,97.71,97.34,97.29,96.87,24100,19550,13650,3200,1.5,1.1,1.2,1,15.1,0,0,0,0,1.7,,,,07:48:00,1665751680,7.8,18:41:00,1665790860,18.68,10.88,1,3,7,7,2,2,,,,,,8,7.7,7.5,7,,,,
2022-10-13,2.4,0.93,1.25,0.1,,,100,94.8,88,76,1.2,0.1,-0.2,-1.5,34,25.46,26,18,52,31,100.58,100.37,100.22,99.85,97.65,97.44,97.3,96.94,24100,10333.3,12550,1000,1.6,1.5,1.5,1.4,16.8,0,0,0,0,9.1,,,,07:47:00,1665665220,7.78,18:43:00,1665704580,18.72,10.93,1,1,3,5,1,1,,,,,,8,7.7,5.5,3,,,,
2022-10-12,8.2,5.03,5.19,2.2,,,91,77.5,75,59,3.9,1.4,1.4,-1.2,35,22.08,24,13,67,32,100.53,100.23,100.22,99.91,97.62,97.34,97.34,97.06,24100,21900,19300,14500,2,1.8,1.8,1.6,12.8,0,0.2,0,0,0.2,,,,07:45:00,1665578700,7.75,18:45:00,1665618300,18.75,11,2,2,9,9,1,1,,,,,,8,7.5,6.5,5,,,,
2022-10-11,20.6,12.05,13.6,6.6,,,75,60,57,39,7.3,4.3,5,2.7,43,27.17,30.5,18,64,28,100.23,99.67,99.75,99.26,97.38,96.83,96.91,96.44,24100,23233.3,21700,19300,,,,,4.4,0,8.6,6.6,3.6,0,,,,07:44:00,1665492240,7.73,18:47:00,1665532020,18.78,11.05,4,4,20,20,5,5,,,,,,8,3.3,4,0,,,,
2022-10-10,20.3,11.12,10.9,1.5,,,81,60.3,59.5,38,6.5,3.2,2.7,-1.1,40,25.67,24.5,9,52,19,102.1,101.24,101.22,100.34,99.16,98.33,98.32,97.48,24100,24100,24100,24100,,,,,7.1,0,5.9,3.9,0.9,0,,,,07:42:00,1665405720,7.7,18:49:00,1665445740,18.82,11.12,5,5,19,19,8,8,,,,,,5,2,2.5,0,,,,
2022-10-09,13,7.28,6.75,0.5,,,100,71,66,32,7,1.5,1.4,-4.2,35,11.12,17.5,0,43,6,102.41,102.16,102.07,101.73,99.47,99.22,99.14,98.82,24100,23295.8,14450,4800,,,,,11.2,0,1.8,0,0,0,,,,07:41:00,1665319260,7.68,18:51:00,1665359460,18.85,11.17,4,4,13,13,1,2,,,,,,8,2.8,4,0,,,,
2022-10-08,17.9,9.16,9.1,0.3,,,84,62,61,38,6.7,1.7,2,-2.7,26,13.46,14.5,3,54,3,102.08,101.89,101.8,101.52,99.14,98.96,98.88,98.61,24100,24100,24100,24100,,,,,8.9,0,4.1,2.1,0,1.3,,,,07:39:00,1665232740,7.65,18:53:00,1665273180,18.88,11.23,3,3,16,16,0,1,,,,,,8,4.2,4,0,,,,
2022-10-07,11.1,3.36,2,-7.1,,-10,94,61,63,32,-2.2,-4.7,-5.1,-8,28,16.5,15.5,3,44,25,103.83,103.12,102.97,102.1,100.78,100.11,99.97,99.16,24100,24100,24100,24100,,,,,16,0,0,0,0,0,,,,07:37:00,1665146220,7.62,18:55:00,1665186900,18.92,11.3,4,4,11,11,-9,1,,,,,,8,2.7,4,0,,,,
2022-10-06,5.2,0.82,-0.64,-6.5,,-10,96,81.8,75,54,0.7,-2.2,-3.5,-7.8,27,19.67,17.5,8,41,1,103.81,103.62,103.4,103,100.79,100.61,100.42,100.05,24100,22662.5,14050,4000,,,,,18.6,0,0,0,0,0.6,,,,07:36:00,1665059760,7.6,18:57:00,1665100620,18.95,11.35,3,3,5,5,-5,-5,,,,,,8,5.3,4,0,,,,
2022-10-05,19.9,11.26,11.05,2.2,,,97,75,70.5,44,12.4,6.7,5.7,-1.1,47,23.88,25.5,4,63,35,102.91,101.87,102.17,101.42,99.96,98.97,99.24,98.53,24100,18941.7,14450,4800,,,,,7,0,6,4,1.1,0,,,,07:34:00,1664973240,7.57,19:00:00,1665014400,19,11.43,4,4,18,18,-1,1,,,,,,8,5.2,4,0,,,,
2022-10-04,21,14.13,14.85,8.7,,,100,83.9,79.5,59,13.2,11.2,10.7,8.2,17,9.54,8.5,0,,,101.83,101.68,101.69,101.54,98.93,98.79,98.8,98.66,24100,20358.3,13650,3200,,,,,3.1,0,9.8,7.8,4.8,0,,,,07:33:00,1664886780,7.55,19:02:00,1664928120,19.03,11.48,4,4,20,20,6,6,,,,,,8,6.3,6,4,,,,
2022-10-03,20.3,15.1,16,11.7,,,90,78.6,76.5,63,12.9,11.4,11.2,9.4,20,10.38,11.5,3,,,101.86,101.8,101.79,101.72,98.97,98.91,98.9,98.84,24100,24100,24100,24100,,,,,2,0,11,9,6,0,,,,07:31:00,1664800260,7.52,19:04:00,1664841840,19.07,11.55,3,3,20,20,9,10,,,,,,8,6.2,5.5,3,,,,
2022-10-02,21.2,13.16,12.7,4.2,,,100,78.8,75.5,51,11.6,9.1,8.4,5.2,25,13.04,14.5,4,34,16,102.7,102.32,102.3,101.9,99.75,99.4,99.38,99.01,24100,21233.3,16100,8100,1.1,1,1.1,1,5.3,0,7.7,5.7,2.7,0,,,,07:30:00,1664713800,7.5,19:06:00,1664755560,19.1,11.6,4,4,19,19,9,10,,,,,,8,3.7,4.5,1,,,,
2022-10-01,12.3,9.88,9.55,6.8,,,98,91.4,90,82,9.6,8.5,8.3,7.1,18,13.88,13,8,,,102.8,102.68,102.61,102.42,99.85,99.74,99.67,99.5,24100,22633.3,17700,11300,1.3,1.1,1.1,1,8.4,0,4.5,2.5,0,0,,,,07:28:00,1664627280,7.47,19:08:00,1664669280,19.13,11.67,2,3,14,19,8,8,,,,,,8,5.8,4,0,,,,
2022-09-30,21,12.37,13.35,5.7,,,98,77.6,72.5,47,10.8,8.2,8.3,5.8,27,14.58,16.5,6,37,4,102.4,102.03,102.1,101.8,99.48,99.12,99.19,98.9,24100,22900,19300,14500,2.6,1.9,1.9,1.2,4.7,0,8.3,6.3,3.4,0,,,,07:27:00,1664540820,7.45,19:10:00,1664583000,19.17,11.72,5,5,21,21,8,8,,,,,,8,3,4,0,,,,
2022-09-29,21.6,14.23,15.05,8.5,,,81,51,59,37,7.9,4,4.2,0.5,32,21.79,19.5,7,48,18,102.07,101.76,101.81,101.56,99.16,98.86,98.92,98.68,24100,23633.3,20900,17700,2.8,2.2,2.2,1.6,3,0,10.1,8.1,5,0,,,,07:25:00,1664454300,7.42,19:12:00,1664496720,19.2,11.78,4,4,21,22,4,8,,,,,,2,0.4,1,0,,,,
2022-09-28,18.7,10.62,9.79,0.9,,,85,52.3,59,33,2,0.4,0.3,-1.4,43,27.33,26.5,10,64,18,103.03,102.62,102.56,102.09,100.06,99.67,99.62,99.18,24100,24100,24100,24100,2.2,1.8,1.8,1.3,8.2,0,4.8,2.8,0,0,,,,07:24:00,1664367840,7.4,19:15:00,1664410500,19.25,11.85,4,4,17,18,7,10,,,,,,6,2.7,3,0,,,,
